Fecha;Mes;Año;Localidad;Lluvia (mm)
12/5/2023;12;2023;Necochea;12
12/6/2023;12;2023;Necochea;0
12/7/2023;12;2023;Necochea;0
12/8/2023;12;2023;Necochea;0
12/9/2023;12;2023;Necochea;0.8
12/10/2023;12;2023;Necochea;0
12/11/2023;12;2023;Necochea;0.3
12/12/2023;12;2023;Necochea;0.3
12/13/2023;12;2023;Necochea;0
12/14/2023;12;2023;Necochea;4.5
12/15/2023;12;2023;Necochea;0
12/16/2023;12;2023;Necochea;14.5
12/17/2023;12;2023;Necochea;3.3
12/18/2023;12;2023;Necochea;0
12/19/2023;12;2023;Necochea;0
12/20/2023;12;2023;Necochea;2.1
12/21/2023;12;2023;Necochea;7.3
12/22/2023;12;2023;Necochea;43.7
12/23/2023;12;2023;Necochea;33.5
12/24/2023;12;2023;Necochea;8.5
12/25/2023;12;2023;Necochea;0
12/26/2023;12;2023;Necochea;0
12/27/2023;12;2023;Necochea;2.8
12/28/2023;12;2023;Necochea;0.3
12/29/2023;12;2023;Necochea;0
12/30/2023;12;2023;Necochea;0
12/31/2023;12;2023;Necochea;0
1/1/2024;1;2024;Necochea;0
1/2/2024;1;2024;Necochea;0
1/3/2024;1;2024;Necochea;0
1/4/2024;1;2024;Necochea;6
1/5/2024;1;2024;Necochea;14
1/6/2024;1;2024;Necochea;0
1/7/2024;1;2024;Necochea;10
1/8/2024;1;2024;Necochea;0
1/9/2024;1;2024;Necochea;6
1/10/2024;1;2024;Necochea;0.8
1/11/2024;1;2024;Necochea;0
1/12/2024;1;2024;Necochea;0
01/13/2024;1;2024;Necochea;0
01/14/2024;1;2024;Necochea;0
01/15/2024;1;2024;Necochea;0
01/16/2024;1;2024;Necochea;0
01/17/2024;1;2024;Necochea;0
01/18/2024;1;2024;Necochea;0
01/19/2024;1;2024;Necochea;0
01/20/2024;1;2024;Necochea;0
01/21/2024;1;2024;Necochea;0
01/22/2024;1;2024;Necochea;0
01/23/2024;1;2024;Necochea;0
01/24/2024;1;2024;Necochea;0
01/25/2024;1;2024;Necochea;0
01/26/2024;1;2024;Necochea;0
01/27/2024;1;2024;Necochea;0
01/28/2024;1;2024;Necochea;0
01/29/2024;1;2024;Necochea;0
01/30/2024;1;2024;Necochea;0
01/31/2024;1;2024;Necochea;0
2/1/2024;2;2024;Necochea;0
2/2/2024;2;2024;Necochea;0.5
2/3/2024;2;2024;Necochea;0
2/4/2024;2;2024;Necochea;0
2/5/2024;2;2024;Necochea;25.3
2/6/2024;2;2024;Necochea;6.3
2/7/2024;2;2024;Necochea;0
2/8/2024;2;2024;Necochea;0
2/9/2024;2;2024;Necochea;11
2/10/2024;2;2024;Necochea;21
2/11/2024;2;2024;Necochea;0
2/12/2024;2;2024;Necochea;12
02/13/2024;2;2024;Necochea;0
02/14/2024;2;2024;Necochea;0
02/15/2024;2;2024;Necochea;0
02/16/2024;2;2024;Necochea;0
02/17/2024;2;2024;Necochea;0
02/18/2024;2;2024;Necochea;0
02/19/2024;2;2024;Necochea;0
02/20/2024;2;2024;Necochea;0
02/21/2024;2;2024;Necochea;0
02/22/2024;2;2024;Necochea;9
02/23/2024;2;2024;Necochea;0
02/24/2024;2;2024;Necochea;0
02/25/2024;2;2024;Necochea;0
02/26/2024;2;2024;Necochea;2
02/27/2024;2;2024;Necochea;0
02/28/2024;2;2024;Necochea;0
02/29/2024;2;2024;Necochea;0
3/1/2024;3;2024;Necochea;0
3/2/2024;3;2024;Necochea;35
3/3/2024;3;2024;Necochea;0
3/4/2024;3;2024;Necochea;0
3/5/2024;3;2024;Necochea;0
3/6/2024;3;2024;Necochea;0
3/7/2024;3;2024;Necochea;8
3/8/2024;3;2024;Necochea;0
3/9/2024;3;2024;Necochea;0
3/10/2024;3;2024;Necochea;0
3/11/2024;3;2024;Necochea;6
3/12/2024;3;2024;Necochea;10
03/13/2024;3;2024;Necochea;0
03/14/2024;3;2024;Necochea;0
03/15/2024;3;2024;Necochea;0
03/16/2024;3;2024;Necochea;0
03/17/2024;3;2024;Necochea;27
03/18/2024;3;2024;Necochea;0
03/19/2024;3;2024;Necochea;12
03/20/2024;3;2024;Necochea;6
03/21/2024;3;2024;Necochea;0
03/22/2024;3;2024;Necochea;0
03/23/2024;3;2024;Necochea;0
03/24/2024;3;2024;Necochea;0
03/25/2024;3;2024;Necochea;0
03/26/2024;3;2024;Necochea;0
03/27/2024;3;2024;Necochea;0.8
03/28/2024;3;2024;Necochea;0
03/29/2024;3;2024;Necochea;0
03/30/2024;3;2024;Necochea;0
03/31/2024;3;2024;Necochea;0.2
4/6/2024;4;2024;Benito Juarez;0
4/7/2024;4;2024;Benito Juarez;0
6/1/2020;6;2020;Gral Lamadrid;15
6/2/2020;6;2020;Gral Lamadrid;0
6/3/2020;6;2020;Gral Lamadrid;3.6
6/4/2020;6;2020;Gral Lamadrid;0
6/5/2020;6;2020;Gral Lamadrid;0
6/6/2020;6;2020;Gral Lamadrid;1
6/7/2020;6;2020;Gral Lamadrid;0
6/8/2020;6;2020;Gral Lamadrid;0
6/9/2020;6;2020;Gral Lamadrid;0
6/10/2020;6;2020;Gral Lamadrid;0
6/11/2020;6;2020;Gral Lamadrid;0
6/12/2020;6;2020;Gral Lamadrid;0
06/13/2020;6;2020;Gral Lamadrid;0
06/14/2020;6;2020;Gral Lamadrid;0
06/15/2020;6;2020;Gral Lamadrid;0
06/16/2020;6;2020;Gral Lamadrid;1.8
06/17/2020;6;2020;Gral Lamadrid;45.7
06/18/2020;6;2020;Gral Lamadrid;0
06/19/2020;6;2020;Gral Lamadrid;0
06/20/2020;6;2020;Gral Lamadrid;0
06/21/2020;6;2020;Gral Lamadrid;0
06/22/2020;6;2020;Gral Lamadrid;0
06/23/2020;6;2020;Gral Lamadrid;0
06/24/2020;6;2020;Gral Lamadrid;0
06/25/2020;6;2020;Gral Lamadrid;0
06/26/2020;6;2020;Gral Lamadrid;0
06/27/2020;6;2020;Gral Lamadrid;0
06/28/2020;6;2020;Gral Lamadrid;0
06/29/2020;6;2020;Gral Lamadrid;4.8
06/30/2020;6;2020;Gral Lamadrid;20.3
7/1/2020;7;2020;Gral Lamadrid;0
7/2/2020;7;2020;Gral Lamadrid;0
7/3/2020;7;2020;Gral Lamadrid;0
7/4/2020;7;2020;Gral Lamadrid;0
7/5/2020;7;2020;Gral Lamadrid;0
7/6/2020;7;2020;Gral Lamadrid;0
7/7/2020;7;2020;Gral Lamadrid;0
7/8/2020;7;2020;Gral Lamadrid;1.3
7/9/2020;7;2020;Gral Lamadrid;0
7/10/2020;7;2020;Gral Lamadrid;0
7/11/2020;7;2020;Gral Lamadrid;0
7/12/2020;7;2020;Gral Lamadrid;0
07/13/2020;7;2020;Gral Lamadrid;0
07/14/2020;7;2020;Gral Lamadrid;0
07/15/2020;7;2020;Gral Lamadrid;0
07/16/2020;7;2020;Gral Lamadrid;0
07/17/2020;7;2020;Gral Lamadrid;0
07/18/2020;7;2020;Gral Lamadrid;0
07/19/2020;7;2020;Gral Lamadrid;0
07/20/2020;7;2020;Gral Lamadrid;0
07/21/2020;7;2020;Gral Lamadrid;11
07/22/2020;7;2020;Gral Lamadrid;12
07/23/2020;7;2020;Gral Lamadrid;0
07/24/2020;7;2020;Gral Lamadrid;0
07/25/2020;7;2020;Gral Lamadrid;0
07/26/2020;7;2020;Gral Lamadrid;0
07/27/2020;7;2020;Gral Lamadrid;0
07/28/2020;7;2020;Gral Lamadrid;0
07/29/2020;7;2020;Gral Lamadrid;0
07/30/2020;7;2020;Gral Lamadrid;0
07/31/2020;7;2020;Gral Lamadrid;0
8/1/2020;8;2020;Gral Lamadrid;0
8/2/2020;8;2020;Gral Lamadrid;0
8/3/2020;8;2020;Gral Lamadrid;0
8/4/2020;8;2020;Gral Lamadrid;0
8/5/2020;8;2020;Gral Lamadrid;2
8/6/2020;8;2020;Gral Lamadrid;0
8/7/2020;8;2020;Gral Lamadrid;0
8/8/2020;8;2020;Gral Lamadrid;0
8/9/2020;8;2020;Gral Lamadrid;0
8/10/2020;8;2020;Gral Lamadrid;0
8/11/2020;8;2020;Gral Lamadrid;0
8/12/2020;8;2020;Gral Lamadrid;0
08/13/2020;8;2020;Gral Lamadrid;0
08/14/2020;8;2020;Gral Lamadrid;0
08/15/2020;8;2020;Gral Lamadrid;0
08/16/2020;8;2020;Gral Lamadrid;0
08/17/2020;8;2020;Gral Lamadrid;0
08/18/2020;8;2020;Gral Lamadrid;0
08/19/2020;8;2020;Gral Lamadrid;0
08/20/2020;8;2020;Gral Lamadrid;0
08/21/2020;8;2020;Gral Lamadrid;0
08/22/2020;8;2020;Gral Lamadrid;0
08/23/2020;8;2020;Gral Lamadrid;0
08/24/2020;8;2020;Gral Lamadrid;0
08/25/2020;8;2020;Gral Lamadrid;0
08/26/2020;8;2020;Gral Lamadrid;0
08/27/2020;8;2020;Gral Lamadrid;0.3
08/28/2020;8;2020;Gral Lamadrid;0
08/29/2020;8;2020;Gral Lamadrid;0
08/30/2020;8;2020;Gral Lamadrid;0
08/31/2020;8;2020;Gral Lamadrid;0
9/1/2020;9;2020;Gral Lamadrid;0
9/2/2020;9;2020;Gral Lamadrid;1.8
9/3/2020;9;2020;Gral Lamadrid;1.5
9/4/2020;9;2020;Gral Lamadrid;1.3
9/5/2020;9;2020;Gral Lamadrid;0
9/6/2020;9;2020;Gral Lamadrid;0
9/7/2020;9;2020;Gral Lamadrid;0
9/8/2020;9;2020;Gral Lamadrid;0
9/9/2020;9;2020;Gral Lamadrid;4
9/10/2020;9;2020;Gral Lamadrid;0
9/11/2020;9;2020;Gral Lamadrid;0
9/12/2020;9;2020;Gral Lamadrid;0
09/13/2020;9;2020;Gral Lamadrid;0
09/14/2020;9;2020;Gral Lamadrid;0
09/15/2020;9;2020;Gral Lamadrid;0
09/16/2020;9;2020;Gral Lamadrid;0
09/17/2020;9;2020;Gral Lamadrid;0
09/18/2020;9;2020;Gral Lamadrid;0
09/19/2020;9;2020;Gral Lamadrid;0
09/20/2020;9;2020;Gral Lamadrid;0
09/21/2020;9;2020;Gral Lamadrid;0
09/22/2020;9;2020;Gral Lamadrid;0
09/23/2020;9;2020;Gral Lamadrid;0
09/24/2020;9;2020;Gral Lamadrid;0
09/25/2020;9;2020;Gral Lamadrid;1.5
09/26/2020;9;2020;Gral Lamadrid;18.5
09/27/2020;9;2020;Gral Lamadrid;1.8
09/28/2020;9;2020;Gral Lamadrid;0
09/29/2020;9;2020;Gral Lamadrid;0
09/30/2020;9;2020;Gral Lamadrid;0
10/1/2020;10;2020;Gral Lamadrid;0
10/2/2020;10;2020;Gral Lamadrid;0
10/3/2020;10;2020;Gral Lamadrid;0
10/4/2020;10;2020;Gral Lamadrid;4.9
10/5/2020;10;2020;Gral Lamadrid;0
10/6/2020;10;2020;Gral Lamadrid;0
10/7/2020;10;2020;Gral Lamadrid;0
10/8/2020;10;2020;Gral Lamadrid;0
10/9/2020;10;2020;Gral Lamadrid;0
10/10/2020;10;2020;Gral Lamadrid;6.1
10/11/2020;10;2020;Gral Lamadrid;1
10/12/2020;10;2020;Gral Lamadrid;0
10/13/2020;10;2020;Gral Lamadrid;0
10/14/2020;10;2020;Gral Lamadrid;0
10/15/2020;10;2020;Gral Lamadrid;0
10/16/2020;10;2020;Gral Lamadrid;0
10/17/2020;10;2020;Gral Lamadrid;0
10/18/2020;10;2020;Gral Lamadrid;20.1
10/19/2020;10;2020;Gral Lamadrid;4.6
10/20/2020;10;2020;Gral Lamadrid;0
10/21/2020;10;2020;Gral Lamadrid;0
10/22/2020;10;2020;Gral Lamadrid;0
10/23/2020;10;2020;Gral Lamadrid;0.3
10/24/2020;10;2020;Gral Lamadrid;0
10/25/2020;10;2020;Gral Lamadrid;23.1
10/26/2020;10;2020;Gral Lamadrid;0
10/27/2020;10;2020;Gral Lamadrid;0
10/28/2020;10;2020;Gral Lamadrid;0
10/29/2020;10;2020;Gral Lamadrid;0
10/30/2020;10;2020;Gral Lamadrid;0
10/31/2020;10;2020;Gral Lamadrid;0
11/1/2020;11;2020;Gral Lamadrid;0
11/2/2020;11;2020;Gral Lamadrid;0
11/3/2020;11;2020;Gral Lamadrid;0
11/4/2020;11;2020;Gral Lamadrid;0
11/5/2020;11;2020;Gral Lamadrid;0
11/6/2020;11;2020;Gral Lamadrid;0
11/7/2020;11;2020;Gral Lamadrid;0
11/8/2020;11;2020;Gral Lamadrid;0
11/9/2020;11;2020;Gral Lamadrid;0
11/10/2020;11;2020;Gral Lamadrid;0
11/11/2020;11;2020;Gral Lamadrid;1.8
11/12/2020;11;2020;Gral Lamadrid;0
11/13/2020;11;2020;Gral Lamadrid;0
11/14/2020;11;2020;Gral Lamadrid;0
11/15/2020;11;2020;Gral Lamadrid;0
11/16/2020;11;2020;Gral Lamadrid;0
11/17/2020;11;2020;Gral Lamadrid;0
11/18/2020;11;2020;Gral Lamadrid;0
11/19/2020;11;2020;Gral Lamadrid;0
11/20/2020;11;2020;Gral Lamadrid;0
11/21/2020;11;2020;Gral Lamadrid;3.6
11/22/2020;11;2020;Gral Lamadrid;0
11/23/2020;11;2020;Gral Lamadrid;22.3
11/24/2020;11;2020;Gral Lamadrid;15.8
11/25/2020;11;2020;Gral Lamadrid;0
11/26/2020;11;2020;Gral Lamadrid;0
11/27/2020;11;2020;Gral Lamadrid;0
11/28/2020;11;2020;Gral Lamadrid;32.2
11/29/2020;11;2020;Gral Lamadrid;0
11/30/2020;11;2020;Gral Lamadrid;0
12/1/2020;12;2020;Gral Lamadrid;0
12/2/2020;12;2020;Gral Lamadrid;0
12/3/2020;12;2020;Gral Lamadrid;0
12/4/2020;12;2020;Gral Lamadrid;0
12/5/2020;12;2020;Gral Lamadrid;0
12/6/2020;12;2020;Gral Lamadrid;0
12/7/2020;12;2020;Gral Lamadrid;0
12/8/2020;12;2020;Gral Lamadrid;0
12/9/2020;12;2020;Gral Lamadrid;0
12/10/2020;12;2020;Gral Lamadrid;18.3
12/11/2020;12;2020;Gral Lamadrid;0
12/12/2020;12;2020;Gral Lamadrid;9
12/13/2020;12;2020;Gral Lamadrid;19.6
12/14/2020;12;2020;Gral Lamadrid;0
12/15/2020;12;2020;Gral Lamadrid;0
12/16/2020;12;2020;Gral Lamadrid;0
12/17/2020;12;2020;Gral Lamadrid;2.8
12/18/2020;12;2020;Gral Lamadrid;6.8
12/19/2020;12;2020;Gral Lamadrid;5.8
12/20/2020;12;2020;Gral Lamadrid;0
12/21/2020;12;2020;Gral Lamadrid;0
12/22/2020;12;2020;Gral Lamadrid;0
12/23/2020;12;2020;Gral Lamadrid;0
12/24/2020;12;2020;Gral Lamadrid;0
12/25/2020;12;2020;Gral Lamadrid;0
12/26/2020;12;2020;Gral Lamadrid;0
12/27/2020;12;2020;Gral Lamadrid;0
12/28/2020;12;2020;Gral Lamadrid;0
12/29/2020;12;2020;Gral Lamadrid;8
12/30/2020;12;2020;Gral Lamadrid;10
12/31/2020;12;2020;Gral Lamadrid;0
1/1/2021;1;2021;Gral Lamadrid;0
1/2/2021;1;2021;Gral Lamadrid;0
1/3/2021;1;2021;Gral Lamadrid;0
1/4/2021;1;2021;Gral Lamadrid;9.4
1/5/2021;1;2021;Gral Lamadrid;99.5
1/6/2021;1;2021;Gral Lamadrid;112.5
1/7/2021;1;2021;Gral Lamadrid;0.3
1/8/2021;1;2021;Gral Lamadrid;0
1/9/2021;1;2021;Gral Lamadrid;0
1/10/2021;1;2021;Gral Lamadrid;20.8
1/11/2021;1;2021;Gral Lamadrid;0
1/12/2021;1;2021;Gral Lamadrid;0
01/13/2021;1;2021;Gral Lamadrid;0
01/14/2021;1;2021;Gral Lamadrid;0
01/15/2021;1;2021;Gral Lamadrid;13.5
01/16/2021;1;2021;Gral Lamadrid;2.5
01/17/2021;1;2021;Gral Lamadrid;0
01/18/2021;1;2021;Gral Lamadrid;0
01/19/2021;1;2021;Gral Lamadrid;0
01/20/2021;1;2021;Gral Lamadrid;0
01/21/2021;1;2021;Gral Lamadrid;0
01/22/2021;1;2021;Gral Lamadrid;0
01/23/2021;1;2021;Gral Lamadrid;0
01/24/2021;1;2021;Gral Lamadrid;0
01/25/2021;1;2021;Gral Lamadrid;0
01/26/2021;1;2021;Gral Lamadrid;0
01/27/2021;1;2021;Gral Lamadrid;0
01/28/2021;1;2021;Gral Lamadrid;0
01/29/2021;1;2021;Gral Lamadrid;0
01/30/2021;1;2021;Gral Lamadrid;0
01/31/2021;1;2021;Gral Lamadrid;0
2/1/2021;2;2021;Gral Lamadrid;1
2/2/2021;2;2021;Gral Lamadrid;0
2/3/2021;2;2021;Gral Lamadrid;0
2/4/2021;2;2021;Gral Lamadrid;0
2/5/2021;2;2021;Gral Lamadrid;0
2/6/2021;2;2021;Gral Lamadrid;0
2/7/2021;2;2021;Gral Lamadrid;1.6
2/8/2021;2;2021;Gral Lamadrid;0.2
2/9/2021;2;2021;Gral Lamadrid;0
2/10/2021;2;2021;Gral Lamadrid;0
2/11/2021;2;2021;Gral Lamadrid;0
2/12/2021;2;2021;Gral Lamadrid;0
02/13/2021;2;2021;Gral Lamadrid;12.5
02/14/2021;2;2021;Gral Lamadrid;6.8
02/15/2021;2;2021;Gral Lamadrid;0
02/16/2021;2;2021;Gral Lamadrid;0
02/17/2021;2;2021;Gral Lamadrid;0
02/18/2021;2;2021;Gral Lamadrid;0
02/19/2021;2;2021;Gral Lamadrid;2.1
02/20/2021;2;2021;Gral Lamadrid;0
02/21/2021;2;2021;Gral Lamadrid;7.6
02/22/2021;2;2021;Gral Lamadrid;1.8
02/23/2021;2;2021;Gral Lamadrid;0
02/24/2021;2;2021;Gral Lamadrid;0
02/25/2021;2;2021;Gral Lamadrid;0
02/26/2021;2;2021;Gral Lamadrid;0
02/27/2021;2;2021;Gral Lamadrid;0
02/28/2021;2;2021;Gral Lamadrid;0
3/1/2021;3;2021;Gral Lamadrid;0
3/2/2021;3;2021;Gral Lamadrid;0
3/3/2021;3;2021;Gral Lamadrid;0
3/4/2021;3;2021;Gral Lamadrid;9.9
3/5/2021;3;2021;Gral Lamadrid;0
3/6/2021;3;2021;Gral Lamadrid;0
3/7/2021;3;2021;Gral Lamadrid;5.5
3/8/2021;3;2021;Gral Lamadrid;0
3/9/2021;3;2021;Gral Lamadrid;0
3/10/2021;3;2021;Gral Lamadrid;9.5
3/11/2021;3;2021;Gral Lamadrid;0
3/12/2021;3;2021;Gral Lamadrid;0
03/13/2021;3;2021;Gral Lamadrid;18.8
03/14/2021;3;2021;Gral Lamadrid;1.8
03/15/2021;3;2021;Gral Lamadrid;0
03/16/2021;3;2021;Gral Lamadrid;14.5
03/17/2021;3;2021;Gral Lamadrid;0
03/18/2021;3;2021;Gral Lamadrid;0
03/19/2021;3;2021;Gral Lamadrid;1.3
03/20/2021;3;2021;Gral Lamadrid;0.3
03/21/2021;3;2021;Gral Lamadrid;0
03/22/2021;3;2021;Gral Lamadrid;0
03/23/2021;3;2021;Gral Lamadrid;0
03/24/2021;3;2021;Gral Lamadrid;0.3
03/25/2021;3;2021;Gral Lamadrid;0
03/26/2021;3;2021;Gral Lamadrid;48
03/27/2021;3;2021;Gral Lamadrid;1.3
03/28/2021;3;2021;Gral Lamadrid;0.3
03/29/2021;3;2021;Gral Lamadrid;0
03/30/2021;3;2021;Gral Lamadrid;0
03/31/2021;3;2021;Gral Lamadrid;0
4/1/2021;4;2021;Gral Lamadrid;0
4/2/2021;4;2021;Gral Lamadrid;0
4/3/2021;4;2021;Gral Lamadrid;0
4/4/2021;4;2021;Gral Lamadrid;0
4/5/2021;4;2021;Gral Lamadrid;0
4/6/2021;4;2021;Gral Lamadrid;0
4/7/2021;4;2021;Gral Lamadrid;10.5
4/8/2021;4;2021;Gral Lamadrid;26.8
4/9/2021;4;2021;Gral Lamadrid;6.3
4/10/2021;4;2021;Gral Lamadrid;27.3
4/11/2021;4;2021;Gral Lamadrid;0
4/12/2021;4;2021;Gral Lamadrid;0
04/13/2021;4;2021;Gral Lamadrid;0
04/14/2021;4;2021;Gral Lamadrid;0
04/15/2021;4;2021;Gral Lamadrid;0
04/16/2021;4;2021;Gral Lamadrid;0
04/17/2021;4;2021;Gral Lamadrid;13.3
04/18/2021;4;2021;Gral Lamadrid;0.3
04/19/2021;4;2021;Gral Lamadrid;0
04/20/2021;4;2021;Gral Lamadrid;0
04/21/2021;4;2021;Gral Lamadrid;17.8
04/22/2021;4;2021;Gral Lamadrid;8.5
04/23/2021;4;2021;Gral Lamadrid;0.3
04/24/2021;4;2021;Gral Lamadrid;0
04/25/2021;4;2021;Gral Lamadrid;0
04/26/2021;4;2021;Gral Lamadrid;0
04/27/2021;4;2021;Gral Lamadrid;0
04/28/2021;4;2021;Gral Lamadrid;0
04/29/2021;4;2021;Gral Lamadrid;0
04/30/2021;4;2021;Gral Lamadrid;0
5/1/2021;5;2021;Gral Lamadrid;0
5/2/2021;5;2021;Gral Lamadrid;0
5/3/2021;5;2021;Gral Lamadrid;0
5/4/2021;5;2021;Gral Lamadrid;0
5/5/2021;5;2021;Gral Lamadrid;0
5/6/2021;5;2021;Gral Lamadrid;0
5/7/2021;5;2021;Gral Lamadrid;0
5/8/2021;5;2021;Gral Lamadrid;0
5/9/2021;5;2021;Gral Lamadrid;0
5/10/2021;5;2021;Gral Lamadrid;0
5/11/2021;5;2021;Gral Lamadrid;0
5/12/2021;5;2021;Gral Lamadrid;0
05/13/2021;5;2021;Gral Lamadrid;0
05/14/2021;5;2021;Gral Lamadrid;0
05/15/2021;5;2021;Gral Lamadrid;0
05/16/2021;5;2021;Gral Lamadrid;0
05/17/2021;5;2021;Gral Lamadrid;0
05/18/2021;5;2021;Gral Lamadrid;0
05/19/2021;5;2021;Gral Lamadrid;0
05/20/2021;5;2021;Gral Lamadrid;8.3
05/21/2021;5;2021;Gral Lamadrid;0
05/22/2021;5;2021;Gral Lamadrid;31
05/23/2021;5;2021;Gral Lamadrid;0
05/24/2021;5;2021;Gral Lamadrid;0
05/25/2021;5;2021;Gral Lamadrid;0
05/26/2021;5;2021;Gral Lamadrid;0
05/27/2021;5;2021;Gral Lamadrid;0
05/28/2021;5;2021;Gral Lamadrid;0
05/29/2021;5;2021;Gral Lamadrid;0
05/30/2021;5;2021;Gral Lamadrid;0
05/31/2021;5;2021;Gral Lamadrid;0
6/1/2021;6;2021;Gral Lamadrid;0
6/2/2021;6;2021;Gral Lamadrid;0
6/3/2021;6;2021;Gral Lamadrid;0
6/4/2021;6;2021;Gral Lamadrid;0
6/5/2021;6;2021;Gral Lamadrid;0
6/6/2021;6;2021;Gral Lamadrid;0
6/7/2021;6;2021;Gral Lamadrid;0
6/8/2021;6;2021;Gral Lamadrid;0
6/9/2021;6;2021;Gral Lamadrid;0
6/10/2021;6;2021;Gral Lamadrid;0
6/11/2021;6;2021;Gral Lamadrid;0
6/12/2021;6;2021;Gral Lamadrid;0
06/13/2021;6;2021;Gral Lamadrid;0
06/14/2021;6;2021;Gral Lamadrid;0
06/15/2021;6;2021;Gral Lamadrid;0
06/16/2021;6;2021;Gral Lamadrid;0
06/17/2021;6;2021;Gral Lamadrid;0
06/18/2021;6;2021;Gral Lamadrid;0
06/19/2021;6;2021;Gral Lamadrid;0
06/20/2021;6;2021;Gral Lamadrid;0
06/21/2021;6;2021;Gral Lamadrid;0
06/22/2021;6;2021;Gral Lamadrid;0
06/23/2021;6;2021;Gral Lamadrid;0
06/24/2021;6;2021;Gral Lamadrid;0
06/25/2021;6;2021;Gral Lamadrid;2
06/26/2021;6;2021;Gral Lamadrid;0
06/27/2021;6;2021;Gral Lamadrid;0.5
06/28/2021;6;2021;Gral Lamadrid;0
06/29/2021;6;2021;Gral Lamadrid;0
06/30/2021;6;2021;Gral Lamadrid;0
7/1/2021;7;2021;Gral Lamadrid;0
7/2/2021;7;2021;Gral Lamadrid;0
7/3/2021;7;2021;Gral Lamadrid;0
7/4/2021;7;2021;Gral Lamadrid;0
7/5/2021;7;2021;Gral Lamadrid;0
7/6/2021;7;2021;Gral Lamadrid;0
7/7/2021;7;2021;Gral Lamadrid;3.2
8/7/2021;7;2021;Gral Lamadrid;0
9/7/2021;7;2021;Gral Lamadrid;0
10/7/2021;7;2021;Gral Lamadrid;0
11/7/2021;7;2021;Gral Lamadrid;0
12/7/2021;7;2021;Gral Lamadrid;0
13/7/2021;7;2021;Gral Lamadrid;0
14/7/2021;7;2021;Gral Lamadrid;0
15/7/2021;7;2021;Gral Lamadrid;0
16/7/2021;7;2021;Gral Lamadrid;0
17/7/2021;7;2021;Gral Lamadrid;0
18/7/2021;7;2021;Gral Lamadrid;0
19/7/2021;7;2021;Gral Lamadrid;0
20/7/2021;7;2021;Gral Lamadrid;0
21/7/2021;7;2021;Gral Lamadrid;0
22/7/2021;7;2021;Gral Lamadrid;0
23/7/2021;7;2021;Gral Lamadrid;0
24/7/2021;7;2021;Gral Lamadrid;2
25/7/2021;7;2021;Gral Lamadrid;0
26/7/2021;7;2021;Gral Lamadrid;0
27/7/2021;7;2021;Gral Lamadrid;0
28/7/2021;7;2021;Gral Lamadrid;0
29/7/2021;7;2021;Gral Lamadrid;0
30/7/2021;7;2021;Gral Lamadrid;0
31/7/2021;7;2021;Gral Lamadrid;0
1/8/2021;8;2021;Gral Lamadrid;0
2/8/2021;8;2021;Gral Lamadrid;0
3/8/2021;8;2021;Gral Lamadrid;0
4/8/2021;8;2021;Gral Lamadrid;0
5/8/2021;8;2021;Gral Lamadrid;0
6/8/2021;8;2021;Gral Lamadrid;0
7/8/2021;8;2021;Gral Lamadrid;0
8/8/2021;8;2021;Gral Lamadrid;0
9/8/2021;8;2021;Gral Lamadrid;0
10/8/2021;8;2021;Gral Lamadrid;0
11/8/2021;8;2021;Gral Lamadrid;0
12/8/2021;8;2021;Gral Lamadrid;0
13/8/2021;8;2021;Gral Lamadrid;0
14/8/2021;8;2021;Gral Lamadrid;0
15/8/2021;8;2021;Gral Lamadrid;0
16/8/2021;8;2021;Gral Lamadrid;0
17/8/2021;8;2021;Gral Lamadrid;0
18/8/2021;8;2021;Gral Lamadrid;0
08/19/2021;8;2021;Gral Lamadrid;0
08/20/2021;8;2021;Gral Lamadrid;0
08/21/2021;8;2021;Gral Lamadrid;0
08/22/2021;8;2021;Gral Lamadrid;0
08/23/2021;8;2021;Gral Lamadrid;0
08/24/2021;8;2021;Gral Lamadrid;0
08/25/2021;8;2021;Gral Lamadrid;0
08/26/2021;8;2021;Gral Lamadrid;0
08/27/2021;8;2021;Gral Lamadrid;0
08/28/2021;8;2021;Gral Lamadrid;0
08/29/2021;8;2021;Gral Lamadrid;0
08/30/2021;8;2021;Gral Lamadrid;0
08/31/2021;8;2021;Gral Lamadrid;45
9/1/2021;9;2021;Gral Lamadrid;0
9/2/2021;9;2021;Gral Lamadrid;0
9/3/2021;9;2021;Gral Lamadrid;10
9/4/2021;9;2021;Gral Lamadrid;6
9/5/2021;9;2021;Gral Lamadrid;0
9/6/2021;9;2021;Gral Lamadrid;5
9/7/2021;9;2021;Gral Lamadrid;0
9/8/2021;9;2021;Gral Lamadrid;32
9/9/2021;9;2021;Gral Lamadrid;0
9/10/2021;9;2021;Gral Lamadrid;0
9/11/2021;9;2021;Gral Lamadrid;0
9/12/2021;9;2021;Gral Lamadrid;0
09/13/2021;9;2021;Gral Lamadrid;0.1
09/14/2021;9;2021;Gral Lamadrid;0
09/15/2021;9;2021;Gral Lamadrid;0
09/16/2021;9;2021;Gral Lamadrid;0
09/17/2021;9;2021;Gral Lamadrid;0
09/18/2021;9;2021;Gral Lamadrid;0
09/19/2021;9;2021;Gral Lamadrid;0
09/20/2021;9;2021;Gral Lamadrid;0
09/21/2021;9;2021;Gral Lamadrid;0
09/22/2021;9;2021;Gral Lamadrid;4
